WKT,name,description
"POLYGON ((106.8162937 -6.3050893, 106.8163366 -6.3058571, 106.8169374 -6.3070942, 106.8167228 -6.307734, 106.8160791 -6.3080752, 106.8158216 -6.3096535, 106.8162078 -6.3105493, 106.8175811 -6.3102933, 106.8177099 -6.3108052, 106.817624 -6.3121702, 106.8178815 -6.3145588, 106.8173236 -6.3151133, 106.8165512 -6.315156, 106.8165082 -6.3160518, 106.8189544 -6.3165636, 106.8188686 -6.3170755, 106.820199 -6.3173741, 106.8216152 -6.3175873, 106.8226022 -6.3172034, 106.8235893 -6.3172034, 106.8238038 -6.3178006, 106.8246192 -6.3178859, 106.8256492 -6.3116583, 106.8259067 -6.3112317, 106.8265933 -6.3114877, 106.8268508 -6.3086724, 106.8245334 -6.3084165, 106.8246622 -6.3064543, 106.8230743 -6.3063264, 106.8226451 -6.3067529, 106.820671 -6.306497, 106.8204564 -6.3056439, 106.8200273 -6.3058998, 106.8174953 -6.3056865, 106.8172807 -6.3052173, 106.8162937 -6.3050893))",Ragunan,
