WKT,name,description
"POLYGON ((106.8235979 -6.1715042, 106.8233071 -6.1715957, 106.8232213 -6.1756064, 106.8230614 -6.1798348, 106.8234262 -6.1802294, 106.8238983 -6.1803894, 106.8310222 -6.1800694, 106.8310115 -6.1795041, 106.8304429 -6.1789281, 106.8304322 -6.1786935, 106.8305931 -6.1784695, 106.8298957 -6.1777441, 106.8299172 -6.1758562, 106.8300245 -6.1758242, 106.8300137 -6.1753015, 106.8299815 -6.1746188, 106.8300245 -6.1745228, 106.8299386 -6.1740642, 106.8297992 -6.1734562, 106.8293056 -6.1732535, 106.8290696 -6.1729762, 106.8292413 -6.1718349, 106.8289838 -6.1715682, 106.8235979 -6.1715042))",Taman Monas,
