WKT,name,description
"POLYGON ((106.8509219 -6.2328481, 106.8507288 -6.2332961, 106.850643 -6.2337227, 106.8508361 -6.2343199, 106.8510721 -6.2346186, 106.8515013 -6.2348959, 106.8521665 -6.2353012, 106.8524883 -6.2355571, 106.85266 -6.2358771, 106.8527458 -6.236325, 106.8526171 -6.2367303, 106.8517588 -6.2399299, 106.8527673 -6.2421483, 106.8539045 -6.2420203, 106.8537329 -6.2418496, 106.8532823 -6.2411457, 106.8530033 -6.2405271, 106.852896 -6.2395033, 106.8530891 -6.2390553, 106.8532393 -6.2384581, 106.8534754 -6.2375195, 106.8535827 -6.2366237, 106.8535183 -6.2358558, 106.8532608 -6.2347039, 106.8530033 -6.2348105, 106.8528317 -6.2347039, 106.8526385 -6.23368, 106.8525312 -6.2331254, 106.8524669 -6.2333601, 106.8522523 -6.2333814, 106.852145 -6.2335307, 106.8517588 -6.2335094, 106.8515227 -6.2335947, 106.8512652 -6.233424, 106.8512438 -6.2330188, 106.8509219 -6.2328481))",Tebet Echo Park,
